case_id,start_time,end_time,involved_device_count,fused_latitude,fused_longitude,estimated_scene_type,final_result,response_status,response_time_sec,evidence_generated
CASE000197,2026-01-07 02:49:08,2026-01-07 02:52:08,1,31.22374733244964,121.50488074011803,industrial_park,suspected_firework,under_review,381,1
CASE000198,2026-01-07 03:25:07,2026-01-07 03:28:07,1,31.22757465134628,121.50710282463743,industrial_park,suspected_firework,closed,220,1
CASE000199,2026-01-07 06:19:29,2026-01-07 06:27:13,2,31.143644294388526,121.42433470637162,industrial_park,confirmed_firework,closed,346,1
CASE000200,2026-01-07 07:49:58,2026-01-07 07:52:58,1,31.17357526170881,121.45801253896995,industrial_park,suspected_firework,closed,413,1
CASE000201,2026-01-07 11:49:51,2026-01-07 11:52:51,1,31.305127448755997,121.43659941837542,residential_area,suspected_firework,closed,591,0
CASE000202,2026-01-07 12:08:51,2026-01-07 12:13:45,2,31.143818735589527,121.51483310882104,industrial_park,confirmed_firework,handled,704,0
CASE000203,2026-01-07 12:30:06,2026-01-07 12:48:19,3,31.259425486398225,121.528113989146,residential_area,confirmed_firework,handled,870,1
CASE000204,2026-01-07 13:08:40,2026-01-07 13:22:35,2,31.243182085675684,121.54068872909936,arterial_road,confirmed_firework,handled,265,1
CASE000205,2026-01-07 13:57:51,2026-01-07 14:00:51,1,31.189348404464855,121.48531932548306,industrial_park,suspected_firework,closed,485,1
CASE000206,2026-01-07 14:12:31,2026-01-07 14:15:31,1,31.17764199410175,121.35288771132996,residential_area,suspected_firework,handled,378,1
CASE000207,2026-01-07 15:39:57,2026-01-07 15:42:57,1,31.272938933716254,121.49595861506964,residential_area,suspected_firework,handled,277,1
CASE000208,2026-01-07 16:07:01,2026-01-07 16:21:48,3,31.254861666657717,121.50099972537939,residential_area,confirmed_firework,under_review,998,1
CASE000209,2026-01-07 17:20:19,2026-01-07 17:25:08,2,31.23158409591145,121.57894588960745,industrial_park,confirmed_firework,handled,587,1
CASE000210,2026-01-07 17:34:01,2026-01-07 17:37:01,1,31.22019172600173,121.40231998868983,residential_area,suspected_firework,closed,527,1
CASE000211,2026-01-07 18:49:09,2026-01-07 18:52:09,1,31.13938364313563,121.63896269194152,construction_site,suspected_firework,closed,822,1
CASE000212,2026-01-07 19:16:27,2026-01-07 19:29:35,2,31.199503900063494,121.40510751764215,industrial_park,confirmed_firework,closed,1488,1
CASE000213,2026-01-07 19:58:04,2026-01-07 20:01:04,1,31.044540500675446,121.5263362203155,industrial_park,suspected_firework,handled,1720,1
CASE000214,2026-01-07 20:10:18,2026-01-07 20:16:01,2,31.185531115874255,121.46047613738031,arterial_road,confirmed_firework,handled,865,1
CASE000215,2026-01-07 20:56:48,2026-01-07 20:59:48,1,31.162347318705706,121.38431871601706,construction_site,suspected_firework,closed,1713,1
CASE000216,2026-01-07 21:20:21,2026-01-07 21:30:54,6,31.192585595843532,121.53161529796068,residential_area,confirmed_firework,closed,814,0
CASE000217,2026-01-07 21:54:45,2026-01-07 21:57:45,1,31.25207293697319,121.4865491440053,arterial_road,suspected_firework,under_review,216,1
CASE000218,2026-01-07 22:01:28,2026-01-07 22:30:51,3,31.216448342522728,121.44909073066398,residential_area,confirmed_firework,handled,1074,1
CASE000219,2026-01-07 22:43:08,2026-01-07 22:49:13,3,31.175407997308486,121.50594668544349,industrial_park,confirmed_firework,closed,434,1
CASE000220,2026-01-07 23:05:22,2026-01-07 23:21:57,5,31.176787578098114,121.43501446116221,arterial_road,confirmed_firework,under_review,1090,1
CASE000221,2026-01-07 23:30:33,2026-01-07 23:59:02,4,31.21030814694797,121.55285489246694,arterial_road,confirmed_firework,closed,744,1
CASE000222,2026-01-08 00:19:05,2026-01-08 00:22:05,1,31.13142454799653,121.47917787250353,residential_area,suspected_firework,handled,1197,0
CASE000223,2026-01-08 00:48:44,2026-01-08 00:51:44,1,31.235803152230574,121.44770079827897,construction_site,suspected_firework,handled,654,1
CASE000224,2026-01-08 01:03:04,2026-01-08 01:06:04,1,31.242293504452544,121.5237983385476,residential_area,suspected_firework,closed,1161,1
CASE000225,2026-01-08 03:17:04,2026-01-08 03:20:04,1,31.20708033874928,121.50049396184737,residential_area,suspected_firework,closed,566,1
CASE000226,2026-01-08 03:39:25,2026-01-08 03:42:25,1,31.307662603739445,121.43715889967923,residential_area,suspected_firework,closed,672,1
CASE000227,2026-01-08 04:18:18,2026-01-08 04:21:18,1,31.223988850824927,121.49558557499726,arterial_road,suspected_firework,handled,1523,1
CASE000228,2026-01-08 04:35:46,2026-01-08 04:57:26,4,31.225907231705225,121.4814625128285,industrial_park,confirmed_firework,closed,1458,1
CASE000229,2026-01-08 06:16:23,2026-01-08 06:19:23,1,31.156786472066383,121.60539280305747,residential_area,suspected_firework,handled,536,1
CASE000230,2026-01-08 07:59:24,2026-01-08 08:02:24,1,31.14192558124327,121.63304934097071,construction_site,suspected_firework,handled,1792,0
CASE000231,2026-01-08 09:38:19,2026-01-08 09:44:34,2,31.24038659130923,121.4480076155896,arterial_road,confirmed_firework,under_review,1383,1
CASE000232,2026-01-08 10:17:34,2026-01-08 10:20:34,1,31.058761206724395,121.3479193054474,residential_area,suspected_firework,closed,1532,1
CASE000233,2026-01-08 10:41:46,2026-01-08 10:44:46,1,31.228179427727316,121.32378774905084,residential_area,suspected_firework,handled,1139,1
CASE000234,2026-01-08 12:14:10,2026-01-08 12:17:10,1,31.23181109859129,121.54509731489406,arterial_road,suspected_firework,closed,254,1
CASE000235,2026-01-08 12:54:19,2026-01-08 12:57:19,1,31.234737196266433,121.49942512117177,industrial_park,suspected_firework,handled,794,1
CASE000236,2026-01-08 14:24:07,2026-01-08 14:27:07,1,31.21650674147622,121.44132770832091,residential_area,suspected_firework,handled,1687,0
CASE000237,2026-01-08 15:55:42,2026-01-08 15:58:42,1,31.21218420470803,121.28082676877818,construction_site,suspected_firework,handled,1040,1
CASE000238,2026-01-08 16:58:09,2026-01-08 17:01:09,1,31.252762575549966,121.43462981173508,construction_site,suspected_firework,handled,1087,1
CASE000239,2026-01-08 17:01:31,2026-01-08 17:28:59,4,31.20958569702984,121.4426331401798,construction_site,confirmed_firework,handled,1102,1
CASE000240,2026-01-08 17:53:43,2026-01-08 17:56:43,1,31.171550211879985,121.48065235629247,construction_site,suspected_firework,closed,1140,0
CASE000241,2026-01-08 18:05:21,2026-01-08 18:30:01,5,31.233208986481472,121.46328181662591,residential_area,confirmed_firework,handled,571,1
CASE000242,2026-01-08 19:08:58,2026-01-08 19:27:42,4,31.202368774700638,121.45588794976132,residential_area,confirmed_firework,handled,777,1
CASE000243,2026-01-08 19:30:36,2026-01-08 20:01:43,2,31.140299926162164,121.50599239315906,construction_site,confirmed_firework,under_review,1414,1
CASE000244,2026-01-08 20:42:51,2026-01-08 20:55:18,3,31.208878521823934,121.48833268137963,residential_area,confirmed_firework,handled,315,1
CASE000245,2026-01-08 21:06:34,2026-01-08 21:09:34,1,31.21616902989897,121.44252345399808,residential_area,suspected_firework,handled,358,1
CASE000246,2026-01-08 21:32:25,2026-01-08 21:59:29,4,31.234871492783682,121.5472061827999,residential_area,confirmed_firework,closed,1321,1
CASE000247,2026-01-08 22:07:28,2026-01-08 22:29:26,5,31.177262903301674,121.46077838327497,arterial_road,confirmed_firework,closed,502,1
CASE000248,2026-01-08 22:32:25,2026-01-08 23:01:14,5,31.22678783869986,121.43061329062736,residential_area,confirmed_firework,handled,814,1
CASE000249,2026-01-08 23:05:37,2026-01-08 23:08:37,1,31.23079019547984,121.50563717317104,industrial_park,suspected_firework,handled,1614,1
CASE000250,2026-01-08 23:30:50,2026-01-08 23:55:26,5,31.24717476510134,121.47689070947125,residential_area,confirmed_firework,closed,1249,1
CASE000251,2026-01-09 00:40:32,2026-01-09 00:50:41,2,31.21780741432177,121.4146825654637,construction_site,confirmed_firework,under_review,1556,1
CASE000252,2026-01-09 01:16:00,2026-01-09 01:19:00,1,31.135394829042582,121.43923686716577,residential_area,suspected_firework,handled,581,1
CASE000253,2026-01-09 01:32:56,2026-01-09 01:35:56,1,31.22469322361529,121.50017448382685,industrial_park,suspected_firework,handled,1365,1
CASE000254,2026-01-09 02:18:48,2026-01-09 02:21:48,1,31.219597307458567,121.55657432717148,residential_area,suspected_firework,closed,1156,1
CASE000255,2026-01-09 03:00:50,2026-01-09 03:03:50,1,31.224384594921375,121.32557690213976,residential_area,suspected_firework,under_review,960,1
CASE000256,2026-01-09 04:06:56,2026-01-09 04:29:17,2,31.210121869924038,121.43487010210441,construction_site,confirmed_firework,closed,659,1
CASE000257,2026-01-09 04:35:51,2026-01-09 04:38:51,1,31.21915071697886,121.40893008757662,residential_area,suspected_firework,closed,1150,1
CASE000258,2026-01-09 06:09:48,2026-01-09 06:12:48,1,31.201197912239646,121.42461777350073,residential_area,suspected_firework,closed,288,1
CASE000259,2026-01-09 06:31:12,2026-01-09 06:34:12,1,31.159627117879044,121.38105155792647,construction_site,suspected_firework,handled,1370,1
CASE000260,2026-01-09 10:27:09,2026-01-09 10:30:09,1,31.236151396563425,121.49734740793748,residential_area,suspected_firework,closed,724,1
CASE000261,2026-01-09 11:27:56,2026-01-09 11:30:56,1,31.206393075612635,121.49245535834194,residential_area,suspected_firework,under_review,1578,1
CASE000262,2026-01-09 12:49:25,2026-01-09 12:52:25,1,31.25117127144836,121.52232552117682,arterial_road,suspected_firework,closed,534,1
CASE000263,2026-01-09 13:57:59,2026-01-09 14:00:59,1,31.228764079188117,121.32179762864922,residential_area,suspected_firework,closed,593,1
CASE000264,2026-01-09 15:32:02,2026-01-09 15:54:40,3,31.18619068396073,121.54955274558363,residential_area,confirmed_firework,handled,1669,1
CASE000265,2026-01-09 16:11:51,2026-01-09 16:17:28,2,31.19655427251557,121.44705158726872,construction_site,confirmed_firework,closed,1501,1
CASE000266,2026-01-09 17:06:32,2026-01-09 17:12:52,2,31.22331584778417,121.38503263849994,construction_site,confirmed_firework,closed,1334,1
CASE000267,2026-01-09 17:33:41,2026-01-09 18:01:49,2,31.24455607624305,121.51298753049319,arterial_road,confirmed_firework,handled,1740,1
CASE000268,2026-01-09 18:18:40,2026-01-09 18:21:40,1,31.138094622896126,121.43753720300535,residential_area,suspected_firework,handled,716,1
CASE000269,2026-01-09 18:32:24,2026-01-09 18:48:51,2,31.215797625399286,121.4024396330693,construction_site,confirmed_firework,closed,1076,1
CASE000270,2026-01-09 19:12:04,2026-01-09 19:15:04,1,31.287862158650107,121.41400470056968,residential_area,suspected_firework,under_review,1236,1
CASE000271,2026-01-09 19:44:49,2026-01-09 19:57:58,2,31.204274426202495,121.46239968360794,arterial_road,confirmed_firework,closed,759,1
CASE000272,2026-01-09 20:03:09,2026-01-09 20:06:09,1,31.14677575496433,121.47059473631008,residential_area,suspected_firework,closed,1756,1
CASE000273,2026-01-09 20:46:56,2026-01-09 20:50:39,2,31.24090722839746,121.38710742947734,residential_area,confirmed_firework,closed,1408,1
CASE000274,2026-01-09 21:00:21,2026-01-09 21:19:37,3,31.240547954046658,121.45891360312932,construction_site,confirmed_firework,handled,461,1
CASE000275,2026-01-09 21:37:30,2026-01-09 21:56:13,3,31.20123646702148,121.41446658254885,arterial_road,confirmed_firework,handled,912,1
CASE000276,2026-01-09 22:15:20,2026-01-09 22:27:11,4,31.148073632522262,121.47600183026505,arterial_road,confirmed_firework,under_review,1144,0
CASE000277,2026-01-09 22:36:46,2026-01-09 22:58:45,5,31.224722106942828,121.47104216995018,arterial_road,confirmed_firework,closed,1368,1
CASE000278,2026-01-09 23:14:35,2026-01-09 23:17:35,1,31.249702796814088,121.43590413888185,construction_site,suspected_firework,under_review,1557,0
CASE000279,2026-01-09 23:48:43,2026-01-09 23:51:43,1,31.188320214654148,121.39515142943307,residential_area,suspected_firework,handled,903,1
CASE000280,2026-01-10 01:14:29,2026-01-10 01:17:29,1,31.192357764206555,121.36265189132233,arterial_road,suspected_firework,under_review,786,0
CASE000281,2026-01-10 02:22:59,2026-01-10 02:25:59,1,31.21046529816326,121.49571154081092,residential_area,suspected_firework,handled,1080,1
CASE000282,2026-01-10 02:38:23,2026-01-10 02:41:23,1,31.140245949481084,121.44009848002048,residential_area,suspected_firework,closed,1411,1
CASE000283,2026-01-10 03:35:46,2026-01-10 03:38:46,1,31.104101626828395,121.5497393324823,residential_area,suspected_firework,handled,1298,1
CASE000284,2026-01-10 04:38:17,2026-01-10 04:41:17,1,31.22612767903095,121.46662361692451,construction_site,suspected_firework,handled,1519,1
CASE000285,2026-01-10 05:27:26,2026-01-10 05:30:26,1,31.17756478526714,121.57853399216192,arterial_road,suspected_firework,handled,665,1
CASE000286,2026-01-10 05:34:14,2026-01-10 05:52:04,4,31.170785634139495,121.45662940708546,industrial_park,confirmed_firework,handled,1756,1
CASE000287,2026-01-10 06:07:40,2026-01-10 06:15:41,4,31.199593255855632,121.44619451041358,residential_area,confirmed_firework,handled,1373,1
CASE000288,2026-01-10 06:30:01,2026-01-10 06:49:58,1,31.1937575413961,121.44500017789586,construction_site,confirmed_firework,under_review,1462,1
CASE000289,2026-01-10 07:04:26,2026-01-10 07:07:26,1,31.215306700638862,121.55547581024524,residential_area,suspected_firework,handled,1409,1
CASE000290,2026-01-10 07:32:32,2026-01-10 07:56:17,3,31.231741592441626,121.44861173908134,residential_area,confirmed_firework,under_review,536,1
CASE000291,2026-01-10 09:05:24,2026-01-10 09:08:24,1,31.12761226123464,121.48004371796172,residential_area,suspected_firework,closed,573,1
CASE000292,2026-01-10 09:33:24,2026-01-10 09:50:09,2,31.049625468289097,121.44221560469414,industrial_park,confirmed_firework,closed,1189,1
CASE000293,2026-01-10 10:56:46,2026-01-10 10:59:46,1,31.21521332575089,121.41627409407984,industrial_park,suspected_firework,closed,986,0
CASE000294,2026-01-10 11:52:04,2026-01-10 11:55:04,1,31.126937375700003,121.50019287158847,industrial_park,suspected_firework,handled,1205,1
CASE000295,2026-01-10 12:45:18,2026-01-10 12:57:00,2,31.191237489034137,121.40917376118382,arterial_road,confirmed_firework,closed,868,1
CASE000296,2026-01-10 14:44:33,2026-01-10 14:58:40,2,31.238629213143913,121.37842133949543,construction_site,confirmed_firework,under_review,1233,1
CASE000297,2026-01-10 15:05:58,2026-01-10 15:24:30,3,31.197013807659744,121.376092492716,construction_site,confirmed_firework,closed,622,1
CASE000298,2026-01-10 15:47:06,2026-01-10 15:50:06,1,31.160233554003103,121.55467466334893,construction_site,suspected_firework,handled,1087,0
CASE000299,2026-01-10 16:03:13,2026-01-10 16:06:13,1,31.156698943267898,121.62396540778445,construction_site,suspected_firework,closed,1056,1
CASE000300,2026-01-10 16:54:52,2026-01-10 16:57:52,1,31.281539568897774,121.50030073232735,residential_area,suspected_firework,under_review,1751,0
CASE000301,2026-01-10 17:01:41,2026-01-10 17:26:41,6,31.19461982183839,121.47551536861565,construction_site,confirmed_firework,closed,755,1
CASE000302,2026-01-10 17:31:51,2026-01-10 17:58:50,2,31.227132517181982,121.46456829475608,arterial_road,confirmed_firework,handled,1235,1
CASE000303,2026-01-10 17:59:57,2026-01-10 18:31:12,8,31.22197465517758,121.40697033600028,arterial_road,confirmed_firework,under_review,863,1
CASE000304,2026-01-10 18:31:59,2026-01-10 19:00:37,10,31.19970357876446,121.50446820056794,arterial_road,confirmed_firework,closed,1380,1
CASE000305,2026-01-10 18:59:31,2026-01-10 19:29:27,8,31.1829165241292,121.51334309940442,residential_area,confirmed_firework,handled,582,1
CASE000306,2026-01-10 19:33:57,2026-01-10 20:01:50,9,31.20164610710906,121.43744558345756,construction_site,confirmed_firework,closed,1439,1
CASE000307,2026-01-10 19:59:50,2026-01-10 20:28:28,6,31.213650632978013,121.42909625051931,residential_area,confirmed_firework,under_review,193,1
CASE000308,2026-01-10 20:32:55,2026-01-10 20:52:42,4,31.21782231124069,121.4420969702209,arterial_road,confirmed_firework,closed,386,1
CASE000309,2026-01-10 20:59:20,2026-01-10 21:31:07,11,31.225032018347942,121.4623038091993,residential_area,confirmed_firework,handled,799,1
CASE000310,2026-01-10 21:30:57,2026-01-10 21:59:33,9,31.23805259258777,121.4704013534513,arterial_road,confirmed_firework,under_review,812,0
CASE000311,2026-01-10 22:01:53,2026-01-10 22:28:46,11,31.196783475847045,121.48458786023976,arterial_road,confirmed_firework,closed,1678,1
CASE000312,2026-01-10 22:30:08,2026-01-10 23:00:48,9,31.197988354601115,121.4995280622519,arterial_road,confirmed_firework,under_review,516,1
CASE000313,2026-01-10 23:00:13,2026-01-10 23:21:14,9,31.196789365067044,121.45282168255635,residential_area,confirmed_firework,under_review,626,1
CASE000314,2026-01-10 23:31:34,2026-01-10 23:59:23,3,31.23376093685825,121.44455005579016,arterial_road,confirmed_firework,under_review,1647,1
CASE000315,2026-01-11 00:36:46,2026-01-11 00:45:47,2,31.150116697391958,121.4939070545348,construction_site,confirmed_firework,closed,429,1
CASE000316,2026-01-11 01:38:10,2026-01-11 01:41:10,1,31.24845739327108,121.48521561029041,arterial_road,suspected_firework,under_review,680,1
CASE000317,2026-01-11 02:18:54,2026-01-11 02:24:41,2,31.194046060669116,121.40986769770738,residential_area,confirmed_firework,closed,914,0
CASE000318,2026-01-11 02:52:09,2026-01-11 02:55:09,1,31.215106354033782,121.55395582743084,residential_area,suspected_firework,closed,660,1
CASE000319,2026-01-11 03:00:40,2026-01-11 03:28:18,4,31.159554509372455,121.45049299285705,arterial_road,confirmed_firework,under_review,1369,1
CASE000320,2026-01-11 03:45:42,2026-01-11 03:48:42,1,31.234002445165906,121.36090869975726,construction_site,suspected_firework,handled,407,1
CASE000321,2026-01-11 04:24:00,2026-01-11 04:27:00,1,31.23318494427434,121.53907461890394,arterial_road,suspected_firework,under_review,1388,0
CASE000322,2026-01-11 04:49:15,2026-01-11 04:52:15,1,31.250768969686018,121.48043316414537,construction_site,suspected_firework,handled,1200,1
CASE000323,2026-01-11 04:59:30,2026-01-11 05:24:12,4,31.221795299184063,121.46923544483344,arterial_road,confirmed_firework,handled,1078,1
CASE000324,2026-01-11 05:30:41,2026-01-11 05:54:03,4,31.24332267740047,121.45622133875523,construction_site,confirmed_firework,handled,1403,1
CASE000325,2026-01-11 06:14:59,2026-01-11 06:27:56,5,31.17656158969311,121.46568243874866,arterial_road,confirmed_firework,handled,1678,1
CASE000326,2026-01-11 06:51:40,2026-01-11 07:00:22,2,31.269262901363675,121.50140541621204,arterial_road,confirmed_firework,closed,212,1
CASE000327,2026-01-11 07:51:42,2026-01-11 07:54:42,1,31.270703348576955,121.38769466231723,industrial_park,suspected_firework,under_review,1364,1
CASE000328,2026-01-11 08:12:26,2026-01-11 08:20:36,2,31.244921579396387,121.58812607459038,arterial_road,confirmed_firework,handled,497,1
CASE000329,2026-01-11 08:52:40,2026-01-11 08:55:40,1,31.247328204754762,121.35527801110757,arterial_road,suspected_firework,handled,853,1
CASE000330,2026-01-11 09:42:46,2026-01-11 09:58:12,3,31.15379770332936,121.42290249031818,arterial_road,confirmed_firework,handled,781,1
CASE000331,2026-01-11 10:44:32,2026-01-11 10:47:32,1,31.278819309590617,121.50303216126026,residential_area,suspected_firework,handled,592,1
CASE000332,2026-01-11 11:51:04,2026-01-11 11:54:04,1,31.200222755874407,121.40052002630523,arterial_road,suspected_firework,closed,1560,1
CASE000333,2026-01-11 12:02:03,2026-01-11 12:10:57,2,31.221702354114957,121.5418262303359,industrial_park,confirmed_firework,handled,1120,1
CASE000334,2026-01-11 13:28:26,2026-01-11 13:31:26,1,31.254043634311827,121.4184569503473,arterial_road,suspected_firework,handled,1244,1
CASE000335,2026-01-11 14:03:04,2026-01-11 14:06:04,1,31.19172369908398,121.36581211425977,arterial_road,suspected_firework,closed,796,1
CASE000336,2026-01-11 15:02:30,2026-01-11 15:05:30,1,31.18797047388262,121.32682822211532,residential_area,suspected_firework,closed,1247,0
CASE000337,2026-01-11 16:00:08,2026-01-11 16:20:07,3,31.246286931813124,121.48006332303287,arterial_road,confirmed_firework,closed,462,1
CASE000338,2026-01-11 16:29:20,2026-01-11 16:32:20,1,31.093213809965327,121.46280343180091,arterial_road,suspected_firework,under_review,377,1
CASE000339,2026-01-11 17:03:42,2026-01-11 17:30:06,4,31.174696741419567,121.57110179135249,residential_area,confirmed_firework,under_review,1245,1
CASE000340,2026-01-11 17:40:51,2026-01-11 17:57:46,4,31.209764709266842,121.45465266592163,residential_area,confirmed_firework,handled,136,1
CASE000341,2026-01-11 18:06:36,2026-01-11 18:28:58,5,31.2567871657626,121.51150504001255,residential_area,confirmed_firework,handled,209,1
CASE000342,2026-01-11 18:30:36,2026-01-11 18:46:54,4,31.194989320638626,121.4683023141971,arterial_road,confirmed_firework,handled,1233,0
CASE000343,2026-01-11 19:06:39,2026-01-11 19:30:06,9,31.190750926361222,121.5022708416286,residential_area,confirmed_firework,closed,374,1
CASE000344,2026-01-11 19:44:19,2026-01-11 19:47:19,1,31.21374223534904,121.42158649859296,industrial_park,suspected_firework,closed,438,1
CASE000345,2026-01-11 20:04:45,2026-01-11 20:26:01,2,31.231191285377424,121.48152251325432,residential_area,confirmed_firework,handled,1527,1
CASE000346,2026-01-11 20:36:09,2026-01-11 21:01:51,6,31.188286364168608,121.45480245202616,residential_area,confirmed_firework,closed,581,1
CASE000347,2026-01-11 21:00:00,2026-01-11 21:31:11,8,31.193428999730425,121.49566216493804,arterial_road,confirmed_firework,closed,383,0
CASE000348,2026-01-11 21:31:22,2026-01-11 21:57:07,9,31.16485997823901,121.46800429500502,residential_area,confirmed_firework,closed,150,1
CASE000349,2026-01-11 22:08:57,2026-01-11 22:30:47,5,31.241473232690346,121.39358590020478,arterial_road,confirmed_firework,under_review,1523,1
CASE000350,2026-01-11 22:36:09,2026-01-11 22:56:03,6,31.217450339998535,121.50827684658982,residential_area,confirmed_firework,under_review,1536,1
CASE000351,2026-01-11 23:02:00,2026-01-11 23:30:32,10,31.231303718022446,121.51845015360185,residential_area,confirmed_firework,under_review,675,1
CASE000352,2026-01-11 23:41:08,2026-01-11 23:54:06,5,31.20619563993467,121.46284073595498,arterial_road,confirmed_firework,handled,1375,1
CASE000353,2026-01-12 00:11:46,2026-01-12 00:14:46,1,31.24964823073967,121.504991896033,residential_area,suspected_firework,handled,1008,1
CASE000354,2026-01-12 00:36:16,2026-01-12 00:55:15,2,31.176868324403866,121.39852977152627,industrial_park,confirmed_firework,handled,593,1
CASE000355,2026-01-12 02:12:29,2026-01-12 02:23:34,2,31.227007650121163,121.53108733813534,arterial_road,confirmed_firework,under_review,920,0
CASE000356,2026-01-12 04:34:48,2026-01-12 04:45:35,2,31.234683148864352,121.48271909584008,residential_area,confirmed_firework,under_review,291,1
CASE000357,2026-01-12 05:42:15,2026-01-12 05:45:15,1,31.264781112302437,121.51603228598451,arterial_road,suspected_firework,closed,558,1
CASE000358,2026-01-12 08:45:26,2026-01-12 08:48:26,1,31.077525789523857,121.43375691927152,arterial_road,suspected_firework,under_review,1241,0
CASE000359,2026-01-12 09:31:57,2026-01-12 09:59:01,2,31.24945281007736,121.46710253955668,industrial_park,confirmed_firework,handled,1721,1
CASE000360,2026-01-12 10:30:24,2026-01-12 10:33:24,1,31.29804485309895,121.38141878647704,arterial_road,suspected_firework,closed,1564,1
CASE000361,2026-01-12 11:35:31,2026-01-12 11:38:31,1,31.26373395604156,121.52457413941586,arterial_road,suspected_firework,handled,1649,1
CASE000362,2026-01-12 13:55:13,2026-01-12 13:58:13,1,31.190422732416135,121.47121981966983,residential_area,suspected_firework,closed,1748,1
CASE000363,2026-01-12 14:48:40,2026-01-12 14:51:40,1,31.245659525066483,121.45190395308751,residential_area,suspected_firework,closed,1769,1
CASE000364,2026-01-12 17:15:09,2026-01-12 17:27:42,3,31.161920588563273,121.40176051056525,residential_area,confirmed_firework,closed,1010,1
CASE000365,2026-01-12 18:38:55,2026-01-12 18:52:11,2,31.203078693228058,121.33720279847333,residential_area,confirmed_firework,under_review,768,1
CASE000366,2026-01-12 19:16:17,2026-01-12 19:19:17,1,31.280384834977493,121.54473352776284,arterial_road,suspected_firework,closed,1286,1
CASE000367,2026-01-12 19:40:22,2026-01-12 20:00:49,4,31.20518299097366,121.44229803155747,residential_area,confirmed_firework,handled,708,1
CASE000368,2026-01-12 20:32:23,2026-01-12 21:00:47,4,31.185339808861123,121.48116495241368,arterial_road,confirmed_firework,handled,1370,1
CASE000369,2026-01-12 21:06:09,2026-01-12 21:27:30,5,31.224597701604228,121.4428107789644,arterial_road,confirmed_firework,handled,512,1
CASE000370,2026-01-12 21:33:13,2026-01-12 21:55:59,4,31.1979567413595,121.47155414865426,arterial_road,confirmed_firework,under_review,1373,1
CASE000371,2026-01-12 22:09:00,2026-01-12 22:29:25,3,31.182982459104373,121.52019969743408,residential_area,confirmed_firework,handled,788,1
CASE000372,2026-01-12 22:41:01,2026-01-12 22:58:22,3,31.121399811591278,121.38507389843072,residential_area,confirmed_firework,under_review,1136,1
CASE000373,2026-01-12 23:07:54,2026-01-12 23:19:37,4,31.205020540585608,121.46287785364177,residential_area,confirmed_firework,handled,181,1
CASE000374,2026-01-12 23:31:16,2026-01-12 23:47:24,6,31.197608658461874,121.42878026525683,arterial_road,confirmed_firework,under_review,1405,1
CASE000375,2026-01-13 01:32:46,2026-01-13 01:35:46,1,31.182216519034476,121.35380779027261,industrial_park,suspected_firework,closed,920,1
CASE000376,2026-01-13 01:59:48,2026-01-13 02:02:48,1,31.25273407376204,121.5260853727406,arterial_road,suspected_firework,handled,1766,1
CASE000377,2026-01-13 02:46:14,2026-01-13 02:50:10,2,31.265189670757245,121.44977108860667,construction_site,confirmed_firework,under_review,154,1
CASE000378,2026-01-13 03:09:16,2026-01-13 03:12:16,1,31.31152592110196,121.4456544313516,residential_area,suspected_firework,handled,1098,1
CASE000379,2026-01-13 03:49:31,2026-01-13 03:52:31,1,31.176618915992975,121.34697265702309,residential_area,suspected_firework,closed,409,1
CASE000380,2026-01-13 05:17:53,2026-01-13 05:20:53,1,31.239306856636713,121.49838160897377,residential_area,suspected_firework,closed,806,1
CASE000381,2026-01-13 06:00:28,2026-01-13 06:27:22,2,31.251250621096638,121.538150847316,residential_area,confirmed_firework,closed,635,1
CASE000382,2026-01-13 06:43:23,2026-01-13 06:46:23,1,31.19509525688169,121.36713208674996,arterial_road,suspected_firework,handled,714,0
CASE000383,2026-01-13 07:33:46,2026-01-13 07:36:46,1,31.21998874159085,121.57738269140995,industrial_park,suspected_firework,handled,319,1
CASE000384,2026-01-13 08:50:18,2026-01-13 08:53:18,1,31.21518857407569,121.55033976382435,residential_area,suspected_firework,under_review,901,1
CASE000385,2026-01-13 10:46:49,2026-01-13 10:49:49,1,31.201577279478126,121.58014470346608,arterial_road,suspected_firework,closed,1584,1
CASE000386,2026-01-13 15:40:20,2026-01-13 15:43:20,1,31.17855353254544,121.5771844238816,arterial_road,suspected_firework,under_review,1341,1
CASE000387,2026-01-13 16:35:07,2026-01-13 16:38:07,1,31.093571542484693,121.46440478803483,arterial_road,suspected_firework,closed,1080,1
CASE000388,2026-01-13 17:02:36,2026-01-13 17:26:00,3,31.21104899366326,121.52895934286518,residential_area,confirmed_firework,under_review,1798,1
CASE000389,2026-01-13 17:33:13,2026-01-13 17:55:38,4,31.196359928838685,121.49128466053544,arterial_road,confirmed_firework,closed,1268,0
CASE000390,2026-01-13 18:33:45,2026-01-13 19:00:16,4,31.17198130114186,121.51052705799418,residential_area,confirmed_firework,handled,1247,1
CASE000391,2026-01-13 19:12:05,2026-01-13 19:21:38,2,31.19272952412125,121.4452863927297,construction_site,confirmed_firework,handled,581,1
CASE000392,2026-01-13 19:40:59,2026-01-13 20:01:08,3,31.273654586111984,121.50928369249121,residential_area,confirmed_firework,closed,1284,1
CASE000393,2026-01-13 20:04:04,2026-01-13 20:25:45,4,31.22709941682628,121.4801370017352,arterial_road,confirmed_firework,closed,1284,1
