alert_id,clip_id,device_id,alert_time,time_bucket,threshold_version,score_at_alert,alert_level,pushed_to_platform,pushed_delay_ms,operator_review_result,review_time_sec
A_v060_0002589,C0006065,D0059,2026-01-08 17:27:08,evening_peak,v060,0.8234988496038763,medium,1,4414,false_alarm,32
A_v060_0002590,C0006066,D0106,2026-01-05 20:38:36,evening_peak,v060,0.7001059051356142,low,1,3657,false_alarm,159
A_v060_0002591,C0006068,D0088,2026-01-26 07:03:55,early_morning,v060,0.8086710500987329,low,1,1633,false_alarm,71
A_v060_0002592,C0006070,D0051,2026-01-28 20:46:40,evening_peak,v060,0.826775382249941,medium,1,2569,confirmed_firework,312
A_v060_0002593,C0006073,D0082,2026-01-25 04:46:04,early_morning,v060,0.8068109130237576,low,1,1232,confirmed_firework,305
A_v060_0002594,C0006074,D0032,2026-01-04 21:57:45,night,v060,0.9194232248891968,high,1,1367,confirmed_firework,114
A_v060_0002595,C0006076,D0080,2026-01-04 23:57:48,night,v060,0.9593436980740444,high,1,3003,confirmed_firework,135
A_v060_0002596,C0006078,D0066,2026-01-12 23:40:14,night,v060,0.9033454022635011,high,1,2475,confirmed_firework,60
A_v060_0002597,C0006080,D0073,2026-01-25 20:16:07,evening_peak,v060,0.6423251540813663,low,1,1124,false_alarm,160
A_v060_0002598,C0006081,D0041,2026-01-11 18:32:20,evening_peak,v060,0.8961512485208726,medium,1,2130,confirmed_firework,205
A_v060_0002599,C0006084,D0116,2026-01-24 17:54:38,evening_peak,v060,0.819151647192294,low,1,352,confirmed_firework,174
A_v060_0002600,C0006090,D0070,2026-01-14 23:59:52,night,v060,0.8594459188402067,medium,1,1780,confirmed_firework,251
A_v060_0002601,C0006091,D0092,2026-01-05 17:08:31,evening_peak,v060,0.8502443439618962,medium,1,2600,confirmed_firework,136
A_v060_0002602,C0006098,D0003,2026-01-16 19:03:10,evening_peak,v060,0.8132693970650283,low,1,4131,confirmed_firework,269
A_v060_0002603,C0006100,D0073,2026-01-29 20:04:04,evening_peak,v060,0.915533014374597,high,1,3444,confirmed_firework,305
A_v060_0002604,C0006101,D0031,2026-01-27 23:55:53,night,v060,0.8107646939836702,low,1,4683,false_alarm,25
A_v060_0002605,C0006102,D0024,2026-01-11 05:38:17,early_morning,v060,0.7641544537438182,low,1,2745,false_alarm,71
A_v060_0002606,C0006103,D0009,2026-01-29 23:01:59,night,v060,0.9152339482271417,high,1,5709,confirmed_firework,251
A_v060_0002607,C0006106,D0029,2026-01-05 23:07:34,night,v060,0.820807199718651,medium,1,5490,confirmed_firework,312
A_v060_0002608,C0006109,D0057,2026-01-25 20:59:16,evening_peak,v060,0.8268946922091379,medium,1,3758,confirmed_firework,63
A_v060_0002609,C0006110,D0041,2026-01-16 23:22:19,night,v060,0.806206050754378,low,1,1280,false_alarm,71
A_v060_0002610,C0006118,D0017,2026-01-25 21:02:45,night,v060,0.8196251143534482,low,1,4448,confirmed_firework,270
A_v060_0002611,C0006122,D0015,2026-01-05 14:07:02,daytime,v060,0.9625477238091509,high,1,3959,confirmed_firework,121
A_v060_0002612,C0006126,D0108,2026-01-01 17:44:55,evening_peak,v060,0.812989858055672,low,1,3580,confirmed_firework,269
A_v060_0002613,C0006127,D0026,2026-01-05 19:40:53,evening_peak,v060,0.8031956652548539,low,1,4172,confirmed_firework,212
A_v060_0002614,C0006130,D0027,2026-01-05 23:00:23,night,v060,0.705943307388927,low,1,296,false_alarm,35
A_v060_0002615,C0006134,D0101,2026-01-17 20:25:15,evening_peak,v060,0.8447679132350062,medium,1,1044,confirmed_firework,57
A_v060_0002616,C0006135,D0091,2026-01-02 23:07:50,night,v060,0.8765236353116411,medium,1,3423,confirmed_firework,200
A_v060_0002617,C0006137,D0039,2026-01-26 08:30:10,daytime,v060,0.8021628955707362,low,1,1512,confirmed_firework,294
A_v060_0002618,C0006138,D0024,2026-01-06 05:41:16,early_morning,v060,0.8131966653889022,low,1,2609,confirmed_firework,70
A_v060_0002619,C0006139,D0004,2026-01-27 13:59:10,daytime,v060,0.8263797829385858,medium,1,4007,false_alarm,177
A_v060_0002620,C0006140,D0037,2026-01-08 22:40:02,night,v060,0.8610777934325226,medium,1,4577,confirmed_firework,115
A_v060_0002621,C0006141,D0074,2026-01-23 22:24:05,night,v060,0.9352025443709381,high,1,4386,confirmed_firework,250
A_v060_0002622,C0006142,D0119,2026-01-10 15:48:44,daytime,v060,0.7131710781173761,low,0,2854,false_alarm,196
A_v060_0002623,C0006146,D0060,2026-01-20 23:13:38,night,v060,0.8073327147086082,low,1,2497,false_alarm,218
A_v060_0002624,C0006150,D0044,2026-01-05 09:09:10,daytime,v060,0.6509878040611341,low,1,5715,false_alarm,38
A_v060_0002625,C0006153,D0048,2026-01-08 00:20:32,early_morning,v060,0.8041413613819648,low,1,3749,confirmed_firework,80
A_v060_0002626,C0006154,D0060,2026-01-04 21:20:56,night,v060,0.8241902846543893,medium,1,4123,confirmed_firework,285
A_v060_0002627,C0006156,D0106,2026-01-14 10:48:18,daytime,v060,0.8205242570839548,medium,0,1337,false_alarm,100
A_v060_0002628,C0006158,D0104,2026-01-24 05:13:01,early_morning,v060,0.8133316813431382,low,1,2980,confirmed_firework,49
A_v060_0002629,C0006159,D0073,2026-01-25 10:21:12,daytime,v060,0.8051645615381731,low,0,3688,false_alarm,158
A_v060_0002630,C0006160,D0004,2026-01-16 03:26:56,early_morning,v060,0.6773912141173731,low,1,352,false_alarm,191
A_v060_0002631,C0006161,D0084,2026-01-16 22:02:28,night,v060,0.8157659902888214,low,1,2884,confirmed_firework,246
A_v060_0002632,C0006163,D0081,2026-01-20 14:04:14,daytime,v060,0.6925882954102085,low,1,1358,false_alarm,191
A_v060_0002633,C0006164,D0037,2026-01-05 22:40:20,night,v060,0.9345887816990929,high,1,1374,confirmed_firework,148
A_v060_0002634,C0006166,D0103,2026-01-20 05:36:32,early_morning,v060,0.8189207037694455,low,1,4637,confirmed_firework,196
A_v060_0002635,C0006167,D0114,2026-01-27 23:59:28,night,v060,0.8281199216181265,medium,1,4537,confirmed_firework,232
A_v060_0002636,C0006168,D0073,2026-01-12 09:34:32,daytime,v060,0.8226322281456465,medium,0,4137,confirmed_firework,243
A_v060_0002637,C0006169,D0110,2026-01-13 13:55:44,daytime,v060,0.619907003686501,low,0,4202,false_alarm,179
A_v060_0002638,C0006171,D0009,2026-01-26 17:14:51,evening_peak,v060,0.6044159146285822,low,1,991,false_alarm,184
A_v060_0002639,C0006172,D0022,2026-01-10 17:35:44,evening_peak,v060,0.8040972234375182,low,1,1569,confirmed_firework,44
A_v060_0002640,C0006179,D0103,2026-01-07 18:12:26,evening_peak,v060,0.6918068908190539,low,1,2897,false_alarm,53
A_v060_0002641,C0006180,D0054,2026-01-11 05:55:01,early_morning,v060,0.9855014187271708,high,1,3712,confirmed_firework,292
A_v060_0002642,C0006184,D0051,2026-01-02 05:10:34,early_morning,v060,0.8068537604321053,low,1,2365,confirmed_firework,171
A_v060_0002643,C0006186,D0003,2026-01-01 08:17:40,daytime,v060,0.6369535044483421,low,1,3688,false_alarm,41
A_v060_0002644,C0006191,D0117,2026-01-15 11:02:00,daytime,v060,0.8199629099230131,low,1,1192,false_alarm,71
A_v060_0002645,C0006199,D0071,2026-01-26 23:31:53,night,v060,0.9342146014313629,high,1,4126,confirmed_firework,245
A_v060_0002646,C0006204,D0019,2026-01-05 19:26:45,evening_peak,v060,0.8197302777857962,low,1,2117,false_alarm,214
A_v060_0002647,C0006212,D0072,2026-01-10 19:27:35,evening_peak,v060,0.9275306717221512,high,1,2468,confirmed_firework,138
A_v060_0002648,C0006213,D0044,2026-01-09 10:30:12,daytime,v060,0.9137290804700702,high,1,1588,confirmed_firework,166
A_v060_0002649,C0006215,D0108,2026-01-09 11:31:45,daytime,v060,0.8273433726720838,medium,1,798,confirmed_firework,226
A_v060_0002650,C0006219,D0107,2026-01-08 22:59:08,night,v060,0.6039423817157776,low,1,5780,false_alarm,177
A_v060_0002651,C0006220,D0023,2026-01-26 20:08:30,evening_peak,v060,0.8117020738594573,low,1,3022,confirmed_firework,188
A_v060_0002652,C0006221,D0028,2026-01-10 22:22:10,night,v060,0.8206169073794899,medium,1,5312,false_alarm,111
A_v060_0002653,C0006224,D0017,2026-01-18 09:58:47,daytime,v060,0.614254522495518,low,1,2412,false_alarm,177
A_v060_0002654,C0006231,D0080,2026-01-17 23:48:06,night,v060,0.8286047586600305,medium,1,5052,confirmed_firework,227
A_v060_0002655,C0006234,D0016,2026-01-16 20:01:00,evening_peak,v060,0.8055455712697008,low,1,4334,confirmed_firework,173
A_v060_0002656,C0006240,D0086,2026-01-12 00:15:09,early_morning,v060,0.9249235903756369,high,1,5929,confirmed_firework,202
A_v060_0002657,C0006241,D0063,2026-01-26 22:03:18,night,v060,0.825380566332535,medium,1,3079,confirmed_firework,258
A_v060_0002658,C0006244,D0037,2026-01-09 18:01:01,evening_peak,v060,0.8533907060707491,medium,1,3162,confirmed_firework,146
A_v060_0002659,C0006246,D0036,2026-01-10 10:42:51,daytime,v060,0.6037602994532002,low,1,5664,false_alarm,62
A_v060_0002660,C0006247,D0033,2026-01-19 20:49:09,evening_peak,v060,0.8237750337321785,medium,1,888,confirmed_firework,92
A_v060_0002661,C0006249,D0075,2026-01-12 22:25:18,night,v060,0.8100300698924887,low,1,3980,confirmed_firework,235
A_v060_0002662,C0006250,D0110,2026-01-16 20:47:00,evening_peak,v060,0.8699645803490498,medium,1,1021,confirmed_firework,86
A_v060_0002663,C0006251,D0075,2026-01-10 21:47:21,night,v060,0.8237177564564689,medium,1,5535,confirmed_firework,49
A_v060_0002664,C0006252,D0012,2026-01-11 23:50:45,night,v060,0.8119397921575008,low,1,3945,confirmed_firework,172
A_v060_0002665,C0006253,D0044,2026-01-09 19:01:20,evening_peak,v060,0.6257067908136389,low,1,2706,false_alarm,170
A_v060_0002666,C0006256,D0027,2026-01-25 18:35:58,evening_peak,v060,0.8195963644035097,low,1,4878,confirmed_firework,107
A_v060_0002667,C0006259,D0073,2026-01-22 12:48:36,daytime,v060,0.8252705036779604,medium,1,2447,confirmed_firework,271
A_v060_0002668,C0006260,D0095,2026-01-08 17:23:11,evening_peak,v060,0.8949097823126093,medium,1,2471,confirmed_firework,224
A_v060_0002669,C0006264,D0035,2026-01-25 17:04:38,evening_peak,v060,0.8398283837738352,medium,1,5421,false_alarm,83
A_v060_0002670,C0006267,D0003,2026-01-30 02:02:40,early_morning,v060,0.8656173210787136,medium,1,5330,confirmed_firework,210
A_v060_0002671,C0006268,D0103,2026-01-08 22:41:30,night,v060,0.6481814262961962,low,1,1290,false_alarm,163
A_v060_0002672,C0006277,D0090,2026-01-18 03:28:28,early_morning,v060,0.8047507542773127,low,1,3614,confirmed_firework,266
A_v060_0002673,C0006278,D0063,2026-01-26 21:37:07,night,v060,0.8066967153426325,low,1,5644,confirmed_firework,147
A_v060_0002674,C0006279,D0012,2026-01-17 17:47:03,evening_peak,v060,0.6340212098254377,low,1,1871,false_alarm,137
A_v060_0002675,C0006284,D0064,2026-01-24 15:34:49,daytime,v060,0.825774329497137,medium,1,1164,false_alarm,219
A_v060_0002676,C0006289,D0086,2026-01-30 18:58:10,evening_peak,v060,0.8739659344493963,medium,1,1690,confirmed_firework,292
A_v060_0002677,C0006290,D0074,2026-01-20 22:14:45,night,v060,0.9019089170877774,high,1,631,confirmed_firework,123
A_v060_0002678,C0006295,D0044,2026-01-18 16:35:35,daytime,v060,0.8646237963727992,medium,1,3659,confirmed_firework,251
A_v060_0002679,C0006296,D0111,2026-01-16 01:31:19,early_morning,v060,0.8611769919545128,medium,1,1990,confirmed_firework,131
A_v060_0002680,C0006298,D0067,2026-01-17 22:16:13,night,v060,0.944310127728571,high,1,3171,confirmed_firework,87
A_v060_0002681,C0006299,D0050,2026-01-07 17:35:22,evening_peak,v060,0.8068304230160078,low,1,2326,confirmed_firework,152
A_v060_0002682,C0006301,D0065,2026-01-08 18:07:26,evening_peak,v060,0.8098678903523091,low,1,802,confirmed_firework,127
A_v060_0002683,C0006303,D0093,2026-01-23 00:05:32,early_morning,v060,0.8273938277972861,medium,1,2583,confirmed_firework,50
A_v060_0002684,C0006308,D0093,2026-01-26 13:48:45,daytime,v060,0.8252474509624289,medium,1,4885,confirmed_firework,296
A_v060_0002685,C0006311,D0060,2026-01-03 22:16:36,night,v060,0.8178299225290581,low,1,1503,confirmed_firework,101
A_v060_0002686,C0006313,D0031,2026-01-07 12:37:40,daytime,v060,0.8752669971802827,medium,1,5723,confirmed_firework,230
A_v060_0002687,C0006315,D0120,2026-01-01 22:51:23,night,v060,0.8228582255507488,medium,1,4520,false_alarm,141
A_v060_0002688,C0006316,D0066,2026-01-29 22:40:55,night,v060,0.6337908967239256,low,1,5015,false_alarm,201
A_v060_0002689,C0006320,D0106,2026-01-02 08:27:13,daytime,v060,0.6770391955807539,low,1,3972,false_alarm,62
A_v060_0002690,C0006322,D0037,2026-01-14 03:54:41,early_morning,v060,0.8087127499265697,low,1,1156,confirmed_firework,103
A_v060_0002691,C0006323,D0066,2026-01-24 18:30:00,evening_peak,v060,0.8031939869667655,low,1,1676,confirmed_firework,234
A_v060_0002692,C0006324,D0003,2026-01-21 15:54:53,daytime,v060,0.6578144799273598,low,1,1047,false_alarm,114
A_v060_0002693,C0006327,D0111,2026-01-11 04:26:12,early_morning,v060,0.8347493064565162,medium,1,2154,confirmed_firework,205
A_v060_0002694,C0006330,D0072,2026-01-10 23:34:37,night,v060,0.8648419304795617,medium,1,1004,false_alarm,97
A_v060_0002695,C0006331,D0050,2026-01-05 17:31:03,evening_peak,v060,0.8696710248503254,medium,1,2889,confirmed_firework,226
A_v060_0002696,C0006333,D0035,2026-01-14 23:22:53,night,v060,0.8141246177246318,low,1,1964,confirmed_firework,151
A_v060_0002697,C0006335,D0059,2026-01-03 18:51:43,evening_peak,v060,0.8829009363509497,medium,1,3580,confirmed_firework,269
A_v060_0002698,C0006336,D0017,2026-01-15 20:20:23,evening_peak,v060,0.6480659858059191,low,1,4982,false_alarm,120
A_v060_0002699,C0006337,D0036,2026-01-07 21:29:59,night,v060,0.8005572745679069,low,1,981,confirmed_firework,314
A_v060_0002700,C0006340,D0067,2026-01-26 19:08:10,evening_peak,v060,0.8655755997755892,medium,1,1192,confirmed_firework,127
A_v060_0002701,C0006342,D0077,2026-01-05 17:43:16,evening_peak,v060,0.821475180617185,medium,1,1336,confirmed_firework,75
A_v060_0002702,C0006343,D0068,2026-01-27 14:34:01,daytime,v060,0.8621979441852337,medium,1,5597,confirmed_firework,96
A_v060_0002703,C0006344,D0076,2026-01-21 15:33:14,daytime,v060,0.8802292701172335,medium,1,4115,confirmed_firework,81
A_v060_0002704,C0006346,D0040,2026-01-27 19:01:10,evening_peak,v060,0.6130770280190382,low,1,5584,false_alarm,207
A_v060_0002705,C0006351,D0063,2026-01-05 21:32:05,night,v060,0.8285309169306382,medium,1,2812,confirmed_firework,276
A_v060_0002706,C0006353,D0028,2026-01-28 06:31:49,early_morning,v060,0.6253288403544343,low,1,5562,false_alarm,146
A_v060_0002707,C0006356,D0002,2026-01-26 18:29:56,evening_peak,v060,0.8098764589179498,low,1,3948,confirmed_firework,199
A_v060_0002708,C0006357,D0045,2026-01-16 14:19:59,daytime,v060,0.7215418384297858,low,1,2245,false_alarm,114
A_v060_0002709,C0006363,D0011,2026-01-27 22:49:13,night,v060,0.6775094265278809,low,1,5428,false_alarm,198
A_v060_0002710,C0006369,D0119,2026-01-27 23:47:01,night,v060,0.8875869406069368,medium,1,472,false_alarm,112
A_v060_0002711,C0006372,D0105,2026-01-05 20:23:56,evening_peak,v060,0.812542095573423,low,1,1874,confirmed_firework,151
A_v060_0002712,C0006376,D0012,2026-01-11 10:54:12,daytime,v060,0.6838756427580639,low,1,3560,false_alarm,72
A_v060_0002713,C0006381,D0070,2026-01-16 19:25:05,evening_peak,v060,0.8040786950563877,low,1,5552,confirmed_firework,246
A_v060_0002714,C0006382,D0057,2026-01-25 07:14:41,early_morning,v060,0.9501362064503951,high,1,464,confirmed_firework,40
A_v060_0002715,C0006386,D0003,2026-01-13 01:36:27,early_morning,v060,0.844278105419119,medium,1,742,confirmed_firework,135
A_v060_0002716,C0006389,D0109,2026-01-26 20:15:58,evening_peak,v060,0.8224519487695211,medium,1,5291,confirmed_firework,179
A_v060_0002717,C0006390,D0070,2026-01-30 23:10:47,night,v060,0.8113958037211002,low,1,4436,false_alarm,141
A_v060_0002718,C0006391,D0058,2026-01-24 20:05:22,evening_peak,v060,0.9329678380294504,high,1,4585,confirmed_firework,126
A_v060_0002719,C0006393,D0075,2026-01-26 18:43:30,evening_peak,v060,0.8032218945382134,low,1,3183,confirmed_firework,214
A_v060_0002720,C0006397,D0069,2026-01-24 13:33:20,daytime,v060,0.9347045825182095,high,1,394,confirmed_firework,214
A_v060_0002721,C0006398,D0048,2026-01-27 03:38:46,early_morning,v060,0.8160259031472076,low,1,4868,confirmed_firework,193
A_v060_0002722,C0006399,D0024,2026-01-04 18:27:18,evening_peak,v060,0.8261961536528385,medium,1,1442,confirmed_firework,146
A_v060_0002723,C0006402,D0056,2026-01-18 17:19:46,evening_peak,v060,0.8189635601183886,low,1,1546,confirmed_firework,121
A_v060_0002724,C0006403,D0070,2026-01-30 21:42:59,night,v060,0.8064860152063911,low,1,3001,confirmed_firework,96
A_v060_0002725,C0006404,D0057,2026-01-14 22:44:09,night,v060,0.8052099063137886,low,1,4397,confirmed_firework,279
A_v060_0002726,C0006405,D0048,2026-01-05 06:42:23,early_morning,v060,0.8383501363161296,medium,1,5941,confirmed_firework,134
A_v060_0002727,C0006408,D0061,2026-01-05 09:57:02,daytime,v060,0.6174031902002931,low,1,5527,false_alarm,72
A_v060_0002728,C0006409,D0076,2026-01-11 06:18:41,early_morning,v060,0.8250741557721256,medium,1,942,confirmed_firework,249
A_v060_0002729,C0006411,D0104,2026-01-30 22:07:19,night,v060,0.8740727811710114,medium,1,4268,confirmed_firework,280
A_v060_0002730,C0006412,D0007,2026-01-03 21:42:22,night,v060,0.6631816288206244,low,1,3377,false_alarm,167
A_v060_0002731,C0006414,D0002,2026-01-10 22:27:10,night,v060,0.9046264415653401,high,1,3031,confirmed_firework,112
A_v060_0002732,C0006416,D0077,2026-01-07 23:08:08,night,v060,0.8295554714114814,medium,1,1887,confirmed_firework,203
A_v060_0002733,C0006418,D0065,2026-01-05 01:44:08,early_morning,v060,0.8018757235833253,low,1,1970,confirmed_firework,263
A_v060_0002734,C0006419,D0041,2026-01-11 19:15:58,evening_peak,v060,0.8186918915235057,low,1,5718,confirmed_firework,187
A_v060_0002735,C0006420,D0091,2026-01-24 22:17:58,night,v060,0.8217229809397996,medium,1,2715,confirmed_firework,308
A_v060_0002736,C0006421,D0110,2026-01-05 22:44:41,night,v060,0.8060818149439,low,1,1906,confirmed_firework,276
A_v060_0002737,C0006423,D0095,2026-01-03 18:05:00,evening_peak,v060,0.8812856558401243,medium,1,5010,confirmed_firework,61
A_v060_0002738,C0006426,D0092,2026-01-25 17:47:29,evening_peak,v060,0.8602790149316114,medium,1,1098,confirmed_firework,303
A_v060_0002739,C0006429,D0027,2026-01-22 14:15:23,daytime,v060,0.8572758893358615,medium,1,4910,false_alarm,157
A_v060_0002740,C0006432,D0019,2026-01-19 07:39:38,early_morning,v060,0.8264029169642244,medium,1,2715,confirmed_firework,64
A_v060_0002741,C0006434,D0022,2026-01-26 22:40:51,night,v060,0.909180528110736,high,1,2395,confirmed_firework,310
A_v060_0002742,C0006441,D0024,2026-01-26 20:50:28,evening_peak,v060,0.9522517501069877,high,1,2513,confirmed_firework,138
A_v060_0002743,C0006443,D0085,2026-01-26 09:13:45,daytime,v060,0.8043151265267944,low,1,2844,confirmed_firework,45
A_v060_0002744,C0006444,D0035,2026-01-04 11:31:36,daytime,v060,0.6649912543720187,low,1,3386,false_alarm,33
A_v060_0002745,C0006455,D0059,2026-01-29 18:09:06,evening_peak,v060,0.8188416308972006,low,1,3542,confirmed_firework,46
A_v060_0002746,C0006456,D0048,2026-01-18 18:25:11,evening_peak,v060,0.9255241649657806,high,1,4109,confirmed_firework,169
A_v060_0002747,C0006457,D0054,2026-01-05 21:30:07,night,v060,0.9046372831668029,high,1,5628,confirmed_firework,174
A_v060_0002748,C0006458,D0085,2026-01-26 23:48:24,night,v060,0.827113948520641,medium,1,2133,confirmed_firework,60
A_v060_0002749,C0006459,D0049,2026-01-16 23:13:53,night,v060,0.8066012762262729,low,1,1255,confirmed_firework,186
A_v060_0002750,C0006461,D0112,2026-01-05 11:22:41,daytime,v060,0.8738508661086843,medium,1,2263,confirmed_firework,309
A_v060_0002751,C0006462,D0006,2026-01-14 08:25:19,daytime,v060,0.8212997967787864,medium,1,1189,confirmed_firework,217
A_v060_0002752,C0006464,D0006,2026-01-07 20:01:10,evening_peak,v060,0.8221396351795123,medium,1,2284,confirmed_firework,298
A_v060_0002753,C0006467,D0116,2026-01-06 22:13:50,night,v060,0.8722389902447598,medium,0,5119,confirmed_firework,238
A_v060_0002754,C0006468,D0083,2026-01-09 19:10:46,evening_peak,v060,0.6088915317234446,low,1,4616,false_alarm,68
A_v060_0002755,C0006472,D0027,2026-01-08 22:29:35,night,v060,0.9365354845388232,high,1,3510,confirmed_firework,85
A_v060_0002756,C0006474,D0100,2026-01-23 22:21:34,night,v060,0.9022721642763809,high,1,5428,confirmed_firework,208
A_v060_0002757,C0006476,D0023,2026-01-15 21:10:04,night,v060,0.683254877719287,low,1,5167,false_alarm,74
A_v060_0002758,C0006477,D0080,2026-01-21 17:10:44,evening_peak,v060,0.8272898213337239,medium,1,2279,false_alarm,81
A_v060_0002759,C0006480,D0069,2026-01-23 14:26:41,daytime,v060,0.8052045916266561,low,1,5640,confirmed_firework,56
A_v060_0002760,C0006481,D0037,2026-01-18 22:49:57,night,v060,0.822207073933876,medium,1,4621,confirmed_firework,302
A_v060_0002761,C0006484,D0036,2026-01-25 23:34:18,night,v060,0.8923841461543023,medium,1,3872,confirmed_firework,49
A_v060_0002762,C0006490,D0101,2026-01-04 00:44:53,early_morning,v060,0.979238909759189,high,1,2907,confirmed_firework,259
A_v060_0002763,C0006495,D0114,2026-01-27 20:26:16,evening_peak,v060,0.6831700489763601,low,1,586,false_alarm,146
A_v060_0002764,C0006497,D0033,2026-01-21 09:35:46,daytime,v060,0.8194553212104584,low,1,4197,false_alarm,202
A_v060_0002765,C0006506,D0100,2026-01-29 02:35:43,early_morning,v060,0.6446618262203625,low,1,1093,false_alarm,143
A_v060_0002766,C0006507,D0054,2026-01-16 17:47:11,evening_peak,v060,0.9537388414413033,high,1,5415,confirmed_firework,137
A_v060_0002767,C0006508,D0119,2026-01-05 06:18:19,early_morning,v060,0.8242793949304523,medium,1,4782,confirmed_firework,201
A_v060_0002768,C0006518,D0087,2026-01-30 15:50:12,daytime,v060,0.677302914463597,low,1,5957,false_alarm,52
A_v060_0002769,C0006520,D0100,2026-01-08 08:56:34,daytime,v060,0.8107159475909407,low,1,4832,false_alarm,185
A_v060_0002770,C0006523,D0027,2026-01-15 18:52:02,evening_peak,v060,0.8335733280424168,medium,1,3398,confirmed_firework,213
A_v060_0002771,C0006525,D0091,2026-01-26 00:35:21,early_morning,v060,0.8099061820457204,low,1,1522,confirmed_firework,65
A_v060_0002772,C0006526,D0083,2026-01-04 14:41:08,daytime,v060,0.7008853154209019,low,1,5848,false_alarm,171
A_v060_0002773,C0006529,D0030,2026-01-04 09:12:14,daytime,v060,0.8393201660355689,medium,1,4161,false_alarm,146
A_v060_0002774,C0006531,D0062,2026-01-25 06:34:14,early_morning,v060,0.8868657209326964,medium,1,2060,confirmed_firework,141
A_v060_0002775,C0006537,D0052,2026-01-15 20:39:15,evening_peak,v060,0.8214708542411177,medium,1,4499,false_alarm,120
A_v060_0002776,C0006543,D0098,2026-01-08 19:10:11,evening_peak,v060,0.8865115459500876,medium,1,2142,confirmed_firework,253
A_v060_0002777,C0006545,D0052,2026-01-18 21:54:06,night,v060,0.8135449512001834,low,1,868,confirmed_firework,59
A_v060_0002778,C0006548,D0096,2026-01-11 21:36:49,night,v060,0.8036125824084764,low,1,5420,confirmed_firework,282
A_v060_0002779,C0006550,D0069,2026-01-11 21:04:52,night,v060,0.8018905559011147,low,1,319,confirmed_firework,232
A_v060_0002780,C0006552,D0023,2026-01-16 22:53:22,night,v060,0.8135523737361442,low,1,2349,confirmed_firework,253
A_v060_0002781,C0006553,D0100,2026-01-08 12:57:54,daytime,v060,0.8385924415272991,medium,0,760,confirmed_firework,219
A_v060_0002782,C0006554,D0062,2026-01-05 22:56:38,night,v060,0.6740431544149605,low,1,1281,false_alarm,77
A_v060_0002783,C0006555,D0043,2026-01-04 22:19:24,night,v060,0.8167658706810937,low,1,3876,confirmed_firework,293
A_v060_0002784,C0006559,D0088,2026-01-16 09:24:00,daytime,v060,0.8165719230640214,low,1,1535,false_alarm,120
A_v060_0002785,C0006560,D0002,2026-01-09 19:58:30,evening_peak,v060,0.8263837960358609,medium,1,1994,confirmed_firework,190
A_v060_0002786,C0006563,D0067,2026-01-26 01:30:52,early_morning,v060,0.8189199219817349,low,1,749,confirmed_firework,154
A_v060_0002787,C0006566,D0046,2026-01-21 23:04:05,night,v060,0.6617413779094109,low,1,3783,false_alarm,103
A_v060_0002788,C0006567,D0004,2026-01-20 21:11:28,night,v060,0.81699584251548,low,1,3178,false_alarm,76
A_v060_0002789,C0006568,D0060,2026-01-17 09:39:00,daytime,v060,0.8062756380583916,low,1,3473,confirmed_firework,169
A_v060_0002790,C0006571,D0051,2026-01-08 23:49:06,night,v060,0.9425437623127269,high,1,2898,confirmed_firework,273
A_v060_0002791,C0006573,D0073,2026-01-06 16:31:01,daytime,v060,0.9557880795777529,high,1,2471,confirmed_firework,309
A_v060_0002792,C0006575,D0038,2026-01-05 21:42:45,night,v060,0.8208664877738513,medium,1,5184,confirmed_firework,265
A_v060_0002793,C0006579,D0032,2026-01-16 23:29:29,night,v060,0.9043576746764287,high,1,5194,confirmed_firework,217
A_v060_0002794,C0006580,D0091,2026-01-05 21:43:36,night,v060,0.808592938338774,low,1,3247,confirmed_firework,79
A_v060_0002795,C0006585,D0101,2026-01-05 19:51:52,evening_peak,v060,0.9479005101635409,high,1,2536,confirmed_firework,64
A_v060_0002796,C0006586,D0104,2026-01-26 23:59:43,night,v060,0.9043918552512809,high,1,1619,confirmed_firework,149
A_v060_0002797,C0006589,D0005,2026-01-22 21:18:38,night,v060,0.6043194412981893,low,1,2240,false_alarm,191
A_v060_0002798,C0006591,D0112,2026-01-13 22:43:35,night,v060,0.8083198536452877,low,1,4797,confirmed_firework,148
A_v060_0002799,C0006592,D0009,2026-01-21 14:00:58,daytime,v060,0.950946813196003,high,1,1076,confirmed_firework,212
A_v060_0002800,C0006593,D0044,2026-01-30 10:58:35,daytime,v060,0.718471095004138,low,1,3428,false_alarm,168
A_v060_0002801,C0006595,D0081,2026-01-04 22:26:18,night,v060,0.8068796641942372,low,1,4425,confirmed_firework,88
A_v060_0002802,C0006600,D0051,2026-01-09 04:12:26,early_morning,v060,0.7003322286936329,low,1,3031,false_alarm,91
A_v060_0002803,C0006601,D0067,2026-01-07 06:52:57,early_morning,v060,0.6808746087323292,low,1,2419,false_alarm,204
A_v060_0002804,C0006603,D0064,2026-01-05 16:47:58,daytime,v060,0.8028116423541785,low,1,3585,confirmed_firework,253
A_v060_0002805,C0006606,D0087,2026-01-10 06:01:54,early_morning,v060,0.8037661422096716,low,1,5407,false_alarm,144
A_v060_0002806,C0006608,D0018,2026-01-26 19:07:29,evening_peak,v060,0.9012215448547051,high,1,4446,confirmed_firework,120
A_v060_0002807,C0006610,D0081,2026-01-19 23:15:51,night,v060,0.8102278245555824,low,1,2583,confirmed_firework,244
